blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	223
-6	FALSE	1.8141018	0.13587975397090915	34
-5	FALSE	1.8141018	0.13587975397090915	368
-4	FALSE	0.97079314875	0.09060834455626827	702
-3	FALSE	0.1211008198667	0.06112230928035219	977
-2	FALSE	-0.589729165	0.06692089131502116	767
-1	FALSE	-0.580443762	0.06737596241978554	704
0	FALSE	-0.69522313475	0.11077354499998661	327
1	FALSE	-1.2165867665	0.12325543667305043	247
2	FALSE	-1.00208335275	0.18105667795807234	104
3	FALSE	-1.00208335275	0.18105667795807234	36
