rank	TP	FN	FP	TN	FDR	Power	Sensitivity	model
0.01	1	0	0	0	0	1	0.01430716241278813	1
0.02	1	0	0	0	0	1	0.02861432482557626	1
0.03	1	0	0	0	0	1	0.04292148723836439	1
0.04	1	0	0	0	0	1	0.05722864965115252	1
0.05	1	0	0	0	0	1	0.07162412788130354	1
0.06	1	0	0	0	0	1	0.08593129029409168	1
0.07	1	0	0	0	0	1	0.1002384527068798	1
0.08	1	0	0	0	0	1	0.11454561511966793	1
0.09	1	0	0	0	0	1	0.12894109334981896	1
0.1	1	0	0	0	0	1	0.14324825576260708	1
0.11	1	0	0	0	0	1	0.1575554181753952	1
0.12	1	0	0	0	0	1	0.17186258058818335	1
0.13	1	0	0	0	0	1	0.18625805881833438	1
0.14	1	0	0	0	0	1	0.2005652212311225	1
0.15	1	0	0	0	0	1	0.21487238364391062	1
0.16	1	0	0	0	0	1	0.22917954605669877	1
0.17	1	0	0	0	0	1	0.24357502428684977	1
0.18	1	0	0	0	0	1	0.2578821866996379	1
0.19	1	0	0	0	0	1	0.27218934911242604	1
0.2	1	0	0	0	0	1	0.28649651152521416	1
0.21	1	0	0	0	0	1	0.3008919897553652	1
0.22	1	0	0	0	0	1	0.3151991521681533	1
0.23	1	0	0	0	0	1	0.32950631458094143	1
0.24	1	0	0	0	0	1	0.34381347699372955	1
0.25	1	0	0	0	0	1	0.3582089552238806	1
0.26	1	0	0	0	0	1	0.37251611763666875	1
0.27	1	0	0	0	0	1	0.3868232800494569	1
0.28	1	0	0	0	0	1	0.401130442462245	1
0.29	1	0	0	0	0	1	0.4154376048750331	1
0.3	1	0	0	0	0	1	0.42983308310518414	1
0.31	1	0	0	0	0	1	0.44414024551797227	1
0.32	1	0	0	0	0	1	0.4584474079307604	1
0.33	1	0	0	0	0	1	0.4727545703435485	1
0.34	1	0	0	0	0	1	0.48715004857369953	1
0.35	1	0	0	0	0	1	0.5014572109864877	1
0.36	1	0	0	0	0	1	0.5157643733992758	1
0.37	1	0	0	0	0	1	0.5300715358120639	1
0.38	1	0	0	0	0	1	0.544467014042215	1
0.39	1	0	0	0	0	1	0.558774176455003	1
0.4	1	0	0	0	0	1	0.5730813388677912	1
0.41	1	0	0	0	0	1	0.5873885012805794	1
0.42	1	0	0	0	0	1	0.6017839795107304	1
0.43	1	0	0	0	0	1	0.6160911419235185	1
0.44	1	0	0	0	0	1	0.6303983043363066	1
0.45	1	0	0	0	0	1	0.6447054667490948	1
0.46	1	0	0	0	0	1	0.6591009449792458	1
0.47	1	0	0	0	0	1	0.6734081073920339	1
0.48	1	0	0	0	0	1	0.687715269804822	1
0.49	0.9998741980123286	0	1.258019876714052e-4	0	1.258019876714052e-4	1	0.7019341164002473	1
0.5	0.9998767258382643	0	1.232741617357002e-4	0	1.232741617357002e-4	1	0.7163295946303984	1
0.51	0.9997582789460963	0	2.4172105390379503e-4	0	2.4172105390379503e-4	1	0.7305484412258235	1
0.52	0.9997629208155524	0	2.370791844476055e-4	0	2.370791844476055e-4	1	0.7448556036386117	1
0.53	0.9997673877645964	0	2.3261223540358222e-4	0	2.3261223540358222e-4	1	0.7591627660513998	1
0.54	0.9996575342465753	0	3.4246575342465754e-4	0	3.4246575342465754e-4	1	0.773381612646825	1
0.55	0.999663790205088	0	3.362097949120251e-4	0	3.362097949120251e-4	1	0.7877770908769761	1
0.56	0.9996697853604843	0	3.302146395156852e-4	0	3.302146395156852e-4	1	0.8020842532897642	1
0.57	0.9995674272737104	0	4.3257272628960744e-4	0	4.3257272628960744e-4	1	0.8163030998851895	1
0.58	0.9993623126793496	0	6.37687320650441e-4	0	6.37687320650441e-4	1	0.8304336306632518	1
0.59	0.9993731717509402	0	6.268282490597576e-4	0	6.268282490597576e-4	1	0.8448291088934028	1
0.6	0.9988699404150401	0	0.0011300595849599343	0	0.0011300595849599343	1	0.8586946922193764	1
0.61	0.9985852869846402	0	0.0014147130153597412	0	0.0014147130153597412	1	0.8727369071800759	1
0.62	0.9982103797971764	0	0.001789620202823623	0	0.001789620202823623	1	0.8866908063234126	1
0.63	0.9972605420213286	0	0.002739457978671363	0	0.002739457978671363	1	0.9002031263799346	1
0.64	0.9970143503804295	0	0.0029856496195704517	0	0.0029856496195704517	1	0.9142453413406341	1
