TP	FN	FP	TN	FDR	POWER	model
0.515015762402522	0.0036502405840384933	0.034179525468724076	0.44715447154471544	0.062235649546827795	0.9929622520793345	1
0.5151816824290691	0.003484320557491289	0.03301808528289365	0.44831591173054586	0.06023002421307507	0.9932821497120922	2
0.5151816824290691	0.003484320557491289	0.031856645097063215	0.44947735191637633	0.05823475887170155	0.9932821497120922	3
