num_divergent	num_max_treedepth	ebfmi	model
0	0	0.8254597678323785	1
0	0	0.756853196025758	1
0	0	0.7201907076677942	1
0	0	0.7437374963981026	1
0	0	0.876707272803358	2
0	0	0.7031063574168988	2
0	0	0.7493831416688537	2
0	0	0.7256115306197193	2
0	0	0.7091610108718527	3
0	0	0.794873346646374	3
0	0	0.7341098182952445	3
0	0	0.804700432821307	3
