blosum_score	stop	nu_mean	nu_sd	n
-6	FALSE	0.23810729196525	0.4684169886735546	11
-5	FALSE	-0.23188874891075	0.17066059658200286	93
-4	FALSE	-0.20233134781925	0.13905801313404187	149
-3	FALSE	-0.3365472594475	0.11090747095026082	206
-2	FALSE	-0.116833192859525	0.10689481810228482	201
-1	FALSE	0.14717233635875	0.10051878363311782	210
0	FALSE	0.5178243605425	0.1781581667866707	91
1	FALSE	0.35870403831205	0.22417000776574597	54
2	FALSE	1.1407252112565	0.4817185724273765	20
3	FALSE	2.1693323941	0.752390208809167	10
