num_divergent	num_max_treedepth	ebfmi	chain	model
0	0	0.6715360897602681	1	1
0	0	0.6484790892529452	2	1
0	0	0.7210942748346078	3	1
0	0	0.6651603832695973	4	1
0	0	0.6752819059742955	1	2
0	0	0.6653346211588842	2	2
0	0	0.7407532795854312	3	2
0	0	0.6549008189764559	4	2
0	0	0.5238956201500996	1	3
0	0	0.6620077794040583	2	3
0	0	0.7635679531173222	3	3
0	0	0.6777692471068401	4	3
