num_divergent	num_max_treedepth	ebfmi	chain	model
0	0	0.7712709843421138	1	1
0	0	0.8890553171638892	2	1
0	0	0.8293843338678789	3	1
0	0	0.8183674000353536	4	1
0	0	0.8211967023625221	1	2
0	0	0.9097547909091063	2	2
0	0	0.8593100356059854	3	2
0	0	0.8409071467187954	4	2
0	0	0.7972788594672183	1	3
0	0	0.922951950192795	2	3
0	0	0.7855250075968176	3	3
0	0	0.8459529609295806	4	3
