blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	53
-6	FALSE	-1.00961516325	0.15653302611484987	11
-5	FALSE	-1.00961516325	0.15653302611484987	118
-4	FALSE	-0.7244706765	0.11215101560995974	185
-3	FALSE	-0.33963437315	0.08946583839284399	242
-2	FALSE	0.13970562713616	0.1145599235605897	177
-1	FALSE	0.74713107275	0.13798787075822483	149
0	FALSE	0.96668909375	0.19291041041869264	79
1	FALSE	1.9577274025	0.27273749378396234	47
2	FALSE	1.9261965942000001	0.4798571117257346	14
3	FALSE	1.25501211849	0.5789104512041245	12
