blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	22
-6	FALSE	-0.833645052	0.10410107767899081	34
-5	FALSE	-0.833645052	0.10410107767899081	462
-4	FALSE	-0.4888788155	0.07038053993510812	912
-3	FALSE	-0.324008144875	0.062216703323604655	1164
-2	FALSE	-0.040070568843775	0.07204990868467158	969
-1	FALSE	0.21977224902825	0.08588413399408056	745
0	FALSE	1.140397607	0.122818131378807	390
1	FALSE	1.5843695475	0.15751106088651567	259
2	FALSE	1.654685165	0.25027019503348735	108
3	FALSE	1.23454252265	0.3129902796695302	63
5	FALSE	0	0	273
