blosum_score	stop	nu_mean	nu_sd	n
-6	FALSE	0.383824552	0.06894513389669937	127
-5	FALSE	0.383824552	0.06894513389669937	1465
-4	FALSE	0.29726339475	0.047796712519072165	2945
-3	FALSE	0.2315531375	0.03562372619305234	3749
-2	FALSE	-0.18499557495	0.04125702581718316	3126
-1	FALSE	-0.24735226125	0.043858097889860975	2983
0	FALSE	-0.30117059725	0.0645644688563658	1412
1	FALSE	-0.03098292638855	0.0809852505836622	1008
2	FALSE	-1.0156203195	0.10252575170934038	377
3	FALSE	-1.0156203195	0.10252575170934038	196
5	FALSE	0	0	905
