rank	TP	FN	FP	TN	FDR	Power	Sensitivity	model
0.01	1	0	0	0	0	1	0.014281935995768316	1
0.02	1	0	0	0	0	1	0.02856387199153663	1
0.03	1	0	0	0	0	1	0.042845807987304946	1
0.04	1	0	0	0	0	1	0.05712774398307326	1
0.05	1	0	0	0	0	1	0.0714978400775809	1
0.06	1	0	0	0	0	1	0.0857797760733492	1
0.07	1	0	0	0	0	1	0.10006171206911751	1
0.08	1	0	0	0	0	1	0.11434364806488584	1
0.09	1	0	0	0	0	1	0.12871374415939346	1
0.1	1	0	0	0	0	1	0.1429956801551618	1
0.11	1	0	0	0	0	1	0.15727761615093008	1
0.12	1	0	0	0	0	1	0.1715595521466984	1
0.13	1	0	0	0	0	1	0.18592964824120603	1
0.14	1	0	0	0	0	1	0.20021158423697435	1
0.15	1	0	0	0	0	1	0.21449352023274265	1
0.16	1	0	0	0	0	1	0.22877545622851098	1
0.17	1	0	0	0	0	1	0.2431455523230186	1
0.18	1	0	0	0	0	1	0.2574274883187869	1
0.19	1	0	0	0	0	1	0.27170942431455525	1
0.2	1	0	0	0	0	1	0.2859913603103236	1
0.21	1	0	0	0	0	1	0.3003614564048312	1
0.22	1	0	0	0	0	1	0.31464339240059946	1
0.23	1	0	0	0	0	1	0.3289253283963678	1
0.24	1	0	0	0	0	1	0.3432072643921361	1
0.25	1	0	0	0	0	1	0.35757736048664374	1
0.26	1	0	0	0	0	1	0.37185929648241206	1
0.27	1	0	0	0	0	1	0.3861412324781804	1
0.28	1	0	0	0	0	1	0.4004231684739487	1
0.29	1	0	0	0	0	1	0.414705104469717	1
0.3	1	0	0	0	0	1	0.42907520056422466	1
0.31	1	0	0	0	0	1	0.4433571365599929	1
0.32	1	0	0	0	0	1	0.45763907255576125	1
0.33	1	0	0	0	0	1	0.4719210085515296	1
0.34	1	0	0	0	0	1	0.4862911046460372	1
0.35	1	0	0	0	0	1	0.5005730406418055	1
0.36	1	0	0	0	0	1	0.5148549766375738	1
0.37	1	0	0	0	0	1	0.5291369126333422	1
0.38	1	0	0	0	0	1	0.5435070087278497	1
0.39	1	0	0	0	0	1	0.5577889447236181	1
0.4	1	0	0	0	0	1	0.5720708807193864	1
0.41	1	0	0	0	0	1	0.5863528167151547	1
0.42	1	0	0	0	0	1	0.6007229128096624	1
0.43	1	0	0	0	0	1	0.6150048488054307	1
0.44	1	0	0	0	0	1	0.6292867848011989	1
0.45	0.9997260273972602	0	2.73972602739726e-4	0	2.73972602739726e-4	1	0.6433924005994887	1
0.46	0.9997320112555272	0	2.6798874447273214e-4	0	2.6798874447273214e-4	1	0.6577624966939963	1
0.47	0.9997377049180328	0	2.6229508196721314e-4	0	2.6229508196721314e-4	1	0.6720444326897647	1
0.48	0.9997431616797227	0	2.568383202773854e-4	0	2.568383202773854e-4	1	0.6863263686855329	1
0.49	0.9997483960246571	0	2.516039753428104e-4	0	2.516039753428104e-4	1	0.7006083046813012	1
0.5	0.9997534516765286	0	2.465483234714004e-4	0	2.465483234714004e-4	1	0.7149784007758089	1
0.51	0.9997582789460963	0	2.4172105390379503e-4	0	2.4172105390379503e-4	1	0.7292603367715772	1
0.52	0.9997629208155524	0	2.370791844476055e-4	0	2.370791844476055e-4	1	0.7435422727673455	1
0.53	0.9997673877645964	0	2.3261223540358222e-4	0	2.3261223540358222e-4	1	0.7578242087631138	1
0.54	0.9996575342465753	0	3.4246575342465754e-4	0	3.4246575342465754e-4	1	0.7720179846601428	1
0.55	0.9995517202734506	0	4.482797265493668e-4	0	4.482797265493668e-4	1	0.7862999206559111	1
0.56	0.9995597138139791	0	4.402861860209136e-4	0	4.402861860209136e-4	1	0.8005818566516795	1
0.57	0.9992429977289932	0	7.57002271006813e-4	0	7.57002271006813e-4	1	0.8145993123512298	1
0.58	0.9990434690190243	0	9.565309809756616e-4	0	9.565309809756616e-4	1	0.8287049281495196	1
0.59	0.9986418721270371	0	0.0013581278729628081	0	0.0013581278729628081	1	0.84272238384907	1
0.6	0.9977398808300801	0	0.0022601191699198686	0	0.0022601191699198686	1	0.8562108789561844	1
0.61	0.9973726758286177	0	0.002627324171382377	0	0.002627324171382377	1	0.8701401745569955	1
0.62	0.9964207595943527	0	0.003579240405647246	0	0.003579240405647246	1	0.8835405095653707	1
0.63	0.9954016241072302	0	0.004598375892769788	0	0.004598375892769788	1	0.8969408445737459	1
0.64	0.9939323894828085	0	0.006067610517191563	0	0.006067610517191563	1	0.9098122189896852	1
0.65	0.9924134660976767	0	0.007586533902323376	0	0.007586533902323376	1	0.9225954333068853	1
0.66	0.9895395535630895	0	0.010460446436910433	0	0.010460446436910433	1	0.9340562461429956	1
0.67	0.9866605335786569	0	0.013339466421343146	0	0.013339466421343146	1	0.9455170589791061	1
0.68	0.9826867295141407	0	0.017313270485859317	0	0.017313270485859317	1	0.955743630432866	1
0.69	0.9777559406825085	0	0.022244059317491512	0	0.022244059317491512	1	0.9649122807017544	1
0.7	0.9711165903487143	0	0.028883409651285663	0	0.028883409651285663	1	0.9722295688971172	1
0.71	0.9635385016060422	0	0.036461498393957806	0	0.036461498393957806	1	0.9784889359076082	1
