blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	23
-6	FALSE	-0.72723347975	0.12780212930986762	32
-5	FALSE	-0.72723347975	0.12780212930986762	393
-4	FALSE	-0.53163277625	0.09497584191860697	752
-3	FALSE	-0.49267473325	0.07650110470283278	968
-2	FALSE	-0.03790199471287	0.09164230414582343	748
-1	FALSE	-0.00710858219195	0.1134534152247867	564
0	FALSE	1.60979805	0.1582090468238834	319
1	FALSE	2.1164350275	0.1989435582363505	214
2	FALSE	1.8506503915	0.2624202746002985	89
3	FALSE	1.8506503915	0.2624202746002985	47
5	FALSE	0	0	263
