rank	TP	FN	FP	TN	FDR	Power	Sensitivity	model
0.01	1	0	0	0	0	1	0.01589637915808066	1
0.02	1	0	0	0	0	1	0.03179275831616132	1
0.03	1	0	0	0	0	1	0.04768913747424198	1
0.04	1	0	0	0	0	1	0.06358551663232263	1
0.05	1	0	0	0	0	1	0.0795800215876754	1
0.06	1	0	0	0	0	1	0.09547640074575606	1
0.07	1	0	0	0	0	1	0.11137277990383672	1
0.08	1	0	0	0	0	1	0.12726915906191738	1
0.09	1	0	0	0	0	1	0.14326366401727014	1
0.1	1	0	0	0	0	1	0.1591600431753508	1
0.11	1	0	0	0	0	1	0.17505642233343147	1
0.12	1	0	0	0	0	1	0.19095280149151211	1
0.13	1	0	0	0	0	1	0.20694730644686488	1
0.14	1	0	0	0	0	1	0.22284368560494555	1
0.15	1	0	0	0	0	1	0.2387400647630262	1
0.16	1	0	0	0	0	1	0.25463644392110685	1
0.17	1	0	0	0	0	1	0.2706309488764596	1
0.18	1	0	0	0	0	1	0.2865273280345403	1
0.19	1	0	0	0	0	1	0.30242370719262096	1
0.2	1	0	0	0	0	1	0.3183200863507016	1
0.21	1	0	0	0	0	1	0.33431459130605434	1
0.22	1	0	0	0	0	1	0.350210970464135	1
0.23	1	0	0	0	0	1	0.3661073496222157	1
0.24	1	0	0	0	0	1	0.3820037287802963	1
0.25	1	0	0	0	0	1	0.3979982337356491	1
0.26	1	0	0	0	0	1	0.41389461289372975	1
0.27	1	0	0	0	0	1	0.42979099205181043	1
0.28	1	0	0	0	0	1	0.4456873712098911	1
0.29	1	0	0	0	0	1	0.4615837503679717	1
0.3	1	0	0	0	0	1	0.4775782553233245	1
0.31	1	0	0	0	0	1	0.49347463448140516	1
0.32	1	0	0	0	0	1	0.5093710136394858	1
0.33	1	0	0	0	0	1	0.5252673927975665	1
0.34	1	0	0	0	0	1	0.5412618977529192	1
0.35	1	0	0	0	0	1	0.557158276911	1
0.36	1	0	0	0	0	1	0.5730546560690806	1
0.37	1	0	0	0	0	1	0.5889510352271612	1
0.38	1	0	0	0	0	1	0.604945540182514	1
0.39	1	0	0	0	0	1	0.6208419193405946	1
0.4	1	0	0	0	0	1	0.6367382984986752	1
0.41	0.9998496466696737	0	1.5035333032626674e-4	0	1.5035333032626674e-4	1	0.6525365518594839	1
0.42	0.9997064866451424	0	2.93513354857646e-4	0	2.93513354857646e-4	1	0.6684329310175645	1
0.43	0.9994266055045872	0	5.733944954128441e-4	0	5.733944954128441e-4	1	0.684133058581101	1
0.44	0.9992995236760998	0	7.004763239002522e-4	0	7.004763239002522e-4	1	0.6999313119419095	1
0.45	0.999041095890411	0	9.589041095890411e-4	0	9.589041095890411e-4	1	0.7156314395054459	1
0.46	0.9990620393943455	0	9.379606056545625e-4	0	9.379606056545625e-4	1	0.7316259444607988	1
0.47	0.9990819672131147	0	9.180327868852459e-4	0	9.180327868852459e-4	1	0.7475223236188794	1
0.48	0.9988442275587518	0	0.0011557724412482341	0	0.0011557724412482341	1	0.7632224511824158	1
0.49	0.9983645741602717	0	0.0016354258397282676	0	0.0016354258397282676	1	0.7787263271514081	1
0.5	0.9976577909270217	0	0.0023422090729783036	0	0.0023422090729783036	1	0.7941320773231283	1
0.51	0.9969784868262026	0	0.003021513173797438	0	0.003021513173797438	1	0.8094397016975763	1
0.52	0.9965623518255097	0	0.0034376481744902796	0	0.0034376481744902796	1	0.8249435776665686	1
0.53	0.9954640614096302	0	0.0045359385903698535	0	0.0045359385903698535	1	0.8398586988519282	1
0.54	0.9945205479452055	0	0.005479452054794521	0	0.005479452054794521	1	0.8548719458345599	1
0.55	0.9931637341701222	0	0.006836265829877844	0	0.006836265829877844	1	0.8695908154253753	1
0.56	0.9915244909190974	0	0.008475509080902586	0	0.008475509080902586	1	0.8839171818271023	1
0.57	0.9896182545690494	0	0.010381745430950579	0	0.010381745430950579	1	0.8979491708370131	1
0.58	0.9871399723668828	0	0.012860027633117228	0	0.012860027633117228	1	0.9113924050632911	1
0.59	0.9826577517760133	0	0.01734224822398663	0	0.01734224822398663	1	0.9229712491413993	1
0.6	0.9782206698171358	0	0.02177933018286419	0	0.02177933018286419	1	0.9343538416249632	1
0.61	0.9726151980598221	0	0.02738480194017785	0	0.02738480194017785	1	0.9444607987439898	1
0.62	0.9669914495923643	0	0.033008550407635714	0	0.033008550407635714	1	0.9543715042684722	1
0.63	0.9591038058898347	0	0.040896194110165346	0	0.040896194110165346	1	0.9619271906584241	1
0.64	0.950207069247809	0	0.04979293075219108	0	0.04979293075219108	1	0.9681091158865666	1
0.65	0.9405405405405406	0	0.05945945945945946	0	0.05945945945945946	1	0.9732116573447159	1
0.66	0.9300457644531614	0	0.06995423554683852	0	0.06995423554683852	1	0.9771366892356	1
0.67	0.9192272309107635	0	0.08077276908923643	0	0.08077276908923643	1	0.9804729663428515	1
0.68	0.9083575054387237	0	0.09164249456127628	0	0.09164249456127628	1	0.9833186144637425	1
0.69	0.896998391995712	0	0.10300160800428801	0	0.10300160800428801	1	0.9852811304091845	1
0.7	0.8861394857344135	0	0.11386051426558648	0	0.11386051426558648	1	0.9874398979491709	1
0.71	0.8751627745464016	0	0.1248372254535984	0	0.1248372254535984	1	0.9892061623000686	1
0.72	0.8642239534286448	0	0.1357760465713552	0	0.1357760465713552	1	0.9905799234618782	1
0.73	0.8534999577809677	0	0.14650004221903234	0	0.14650004221903234	1	0.9918555588264155	1
0.74	0.8428987921699292	0	0.1571012078300708	0	0.1571012078300708	1	0.9929349425964086	1
0.75	0.8319362261669954	0	0.1680637738330046	0	0.1680637738330046	1	0.993327445785497	1
0.76	0.821411192214112	0	0.17858880778588807	0	0.17858880778588807	1	0.9938180747718576	1
0.77	0.8113992955491515	0	0.18860070445084853	0	0.18860070445084853	1	0.9946030811500344	1
0.78	0.8014856962225383	0	0.19851430377746168	0	0.19851430377746168	1	0.995191835933667	1
0.79	0.7915886392009988	0	0.20841136079900124	0	0.20841136079900124	1	0.9954862133254833	1
0.8	0.7818784189845135	0	0.21812158101548657	0	0.21812158101548657	1	0.9957805907172996	1
0.81	0.7725439464272126	0	0.22745605357278745	0	0.22745605357278745	1	0.996173093906388	1
0.82	0.7633616477486281	0	0.23663835225137186	0	0.23663835225137186	1	0.9964674712982043	1
0.83	0.7546230969179354	0	0.2453769030820646	0	0.2453769030820646	1	0.9970562260818369	1
0.84	0.7457440563545641	0	0.25425594364543586	0	0.25425594364543586	1	0.9972524776763811	1
0.85	0.7371283538796229	0	0.2628716461203771	0	0.2628716461203771	1	0.9974487292709253	1
0.86	0.728569380733945	0	0.27143061926605505	0	0.27143061926605505	1	0.9974487292709253	1
0.87	0.7202068867790846	0	0.2797931132209154	0	0.2797931132209154	1	0.9974487292709253	1
0.88	0.7121944386075506	0	0.2878055613924494	0	0.2878055613924494	1	0.9977431066627417	1
0.89	0.7043424059837939	0	0.2956575940162061	0	0.2956575940162061	1	0.9979393582572859	1
0.9	0.6965961235531812	0	0.3034038764468187	0	0.3034038764468187	1	0.9980374840545579	1
0.91	0.6890198469145837	0	0.31098015308541627	0	0.31098015308541627	1	0.99813560985183	1
0.92	0.6817633659386306	0	0.31823663406136943	0	0.31823663406136943	1	0.9985281130409185	1
0.93	0.6745095440084835	0	0.32549045599151644	0	0.32549045599151644	1	0.9986262388381906	1
0.94	0.6676065573770492	0	0.33239344262295084	0	0.33239344262295084	1	0.9990187420272789	1
0.95	0.660589151310667	0	0.33941084868933297	0	0.33941084868933297	1	0.9990187420272789	1
0.96	0.6538683788121991	0	0.34613162118780094	0	0.34613162118780094	1	0.9993131194190953	1
0.97	0.6471373196924446	0	0.35286268030755547	0	0.35286268030755547	1	0.9993131194190953	1
0.98	0.640669224479527	0	0.359330775520473	0	0.359330775520473	1	0.9995093710136395	1
0.99	0.6344561359815702	0	0.36554386401842975	0	0.36554386401842975	1	0.9999018742027279	1
1	0.6281434911242604	0	0.3718565088757396	0	0.3718565088757396	1	1	1
0.01	1	0	0	0	0	1	0.01589637915808066	2
0.02	1	0	0	0	0	1	0.03179275831616132	2
0.03	1	0	0	0	0	1	0.04768913747424198	2
0.04	1	0	0	0	0	1	0.06358551663232263	2
0.05	1	0	0	0	0	1	0.0795800215876754	2
0.06	1	0	0	0	0	1	0.09547640074575606	2
0.07	1	0	0	0	0	1	0.11137277990383672	2
0.08	1	0	0	0	0	1	0.12726915906191738	2
0.09	1	0	0	0	0	1	0.14326366401727014	2
0.1	1	0	0	0	0	1	0.1591600431753508	2
0.11	1	0	0	0	0	1	0.17505642233343147	2
0.12	1	0	0	0	0	1	0.19095280149151211	2
0.13	1	0	0	0	0	1	0.20694730644686488	2
0.14	1	0	0	0	0	1	0.22284368560494555	2
0.15	1	0	0	0	0	1	0.2387400647630262	2
0.16	1	0	0	0	0	1	0.25463644392110685	2
0.17	1	0	0	0	0	1	0.2706309488764596	2
0.18	1	0	0	0	0	1	0.2865273280345403	2
0.19	1	0	0	0	0	1	0.30242370719262096	2
0.2	1	0	0	0	0	1	0.3183200863507016	2
0.21	1	0	0	0	0	1	0.33431459130605434	2
0.22	1	0	0	0	0	1	0.350210970464135	2
0.23	1	0	0	0	0	1	0.3661073496222157	2
0.24	1	0	0	0	0	1	0.3820037287802963	2
0.25	1	0	0	0	0	1	0.3979982337356491	2
0.26	1	0	0	0	0	1	0.41389461289372975	2
0.27	1	0	0	0	0	1	0.42979099205181043	2
0.28	1	0	0	0	0	1	0.4456873712098911	2
0.29	1	0	0	0	0	1	0.4615837503679717	2
0.3	1	0	0	0	0	1	0.4775782553233245	2
0.31	1	0	0	0	0	1	0.49347463448140516	2
0.32	1	0	0	0	0	1	0.5093710136394858	2
0.33	1	0	0	0	0	1	0.5252673927975665	2
0.34	1	0	0	0	0	1	0.5412618977529192	2
0.35	1	0	0	0	0	1	0.557158276911	2
0.36	1	0	0	0	0	1	0.5730546560690806	2
0.37	1	0	0	0	0	1	0.5889510352271612	2
0.38	1	0	0	0	0	1	0.604945540182514	2
0.39	1	0	0	0	0	1	0.6208419193405946	2
0.4	1	0	0	0	0	1	0.6367382984986752	2
0.41	0.9998496466696737	0	1.5035333032626674e-4	0	1.5035333032626674e-4	1	0.6525365518594839	2
0.42	0.9998532433225712	0	1.46756677428823e-4	0	1.46756677428823e-4	1	0.6685310568148366	2
0.43	0.9997133027522935	0	2.8669724770642203e-4	0	2.8669724770642203e-4	1	0.6843293101756451	2
0.44	0.9991594284113197	0	8.405715886803026e-4	0	8.405715886803026e-4	1	0.6998331861446374	2
0.45	0.9991780821917808	0	8.219178082191781e-4	0	8.219178082191781e-4	1	0.715729565302718	2
0.46	0.9991960337665818	0	8.039662334181965e-4	0	8.039662334181965e-4	1	0.7317240702580708	2
0.47	0.9988196721311475	0	0.001180327868852459	0	0.001180327868852459	1	0.7473260720243352	2
0.48	0.9987158083986131	0	0.0012841916013869269	0	0.0012841916013869269	1	0.7631243253851437	2
0.49	0.9986161781356145	0	0.0013838218643854572	0	0.0013838218643854572	1	0.7789225787459523	2
0.5	0.9977810650887574	0	0.0022189349112426036	0	0.0022189349112426036	1	0.7942302031204004	2
0.51	0.9968576262992507	0	0.0031423737007493352	0	0.0031423737007493352	1	0.8093415759003042	2
0.52	0.9964438122332859	0	0.0035561877667140826	0	0.0035561877667140826	1	0.8248454518692965	2
0.53	0.9958129797627355	0	0.00418702023726448	0	0.00418702023726448	1	0.8401530762437445	2
