num_divergent	num_max_treedepth	ebfmi	model
0	0	0.8072657163809026	1
0	0	0.9152769603172984	1
0	0	0.8826566309495407	1
0	0	0.7196442385421079	1
0	0	0.7990853112659605	2
0	0	0.8610353359285997	2
0	0	0.7906669724246757	2
0	0	0.7532621982105462	2
0	0	0.7978528728015943	3
0	0	0.8619312252529242	3
0	0	0.8535158403929447	3
0	0	0.6807860314845594	3
