fdr	TP	FN	FP	TN	FDR	Power	model
0	0	0.6988412228796844	0	0.3011587771203156	NA	0	1
0.001	0.6349235700197239	0.06391765285996055	0.0014176528599605524	0.29974112426035504	0.002227818674932197	0.9085376609631328	1
0.002	0.6504561143984221	0.048385108481262325	0.0021572978303747536	0.2990014792899408	0.0033056290139780887	0.9307638031398836	1
0.003	0.6590236686390533	0.039817554240631166	0.003081854043392505	0.2980769230769231	0.004654626698938746	0.9430234609278533	1
0.004	0.6643244575936884	0.03451676528599606	0.004191321499013806	0.2969674556213018	0.006269592476489027	0.950608572940554	1
0.005	0.6680843195266272	0.0307569033530572	0.005115877712031558	0.29604289940828404	0.00759934078007691	0.9559887105309578	1
0.006	0.6707347140039448	0.028106508875739646	0.005670611439842209	0.29548816568047337	0.008383451795152179	0.9597812665373082	1
0.007	0.6726454635108481	0.02619575936883629	0.00622534516765286	0.2949334319526627	0.00917014708552751	0.962515434820956	1
0.008	0.674741124260355	0.02410009861932939	0.006903353057199211	0.2942554240631164	0.010127497965457997	0.9655142000352797	1
0.009000000000000001	0.6765285996055227	0.022312623274161735	0.007704635108481263	0.29345414201183434	0.011260246824610395	0.9680719703651438	1
0.01	0.6779462524654832	0.020894970414201183	0.008259368836291914	0.29289940828402367	0.012036288511632087	0.9701005468336568	1
0.011	0.6789324457593688	0.019908777120315583	0.009122287968441814	0.29203648915187375	0.013258084744244378	0.9715117304639266	1
0.012	0.6799186390532544	0.01892258382642998	0.009800295857988165	0.29135848126232744	0.014209115281501341	0.9729229140941965	1
0.013000000000000001	0.6811513806706114	0.01768984220907298	0.010539940828402367	0.2906188362919132	0.015237925503475316	0.9746868936320339	1
0.014	0.6821992110453649	0.01664201183431953	0.010971400394477318	0.2901873767258383	0.015827849902187448	0.9761862762391955	1
0.015	0.6832470414201184	0.015594181459566075	0.011279585798816568	0.28987919132149903	0.016240681576144833	0.9776856588463574	1
0.016	0.6836785009861933	0.015162721893491124	0.012142504930966469	0.2890162721893491	0.017450615643546816	0.9783030516846005	1
0.017	0.6841715976331361	0.014669625246548324	0.01282051282051282	0.28833826429980275	0.018394057304563144	0.9790086434997354	1
0.018000000000000002	0.6847263313609467	0.014114891518737672	0.013498520710059171	0.2876602564102564	0.01933262711864407	0.9798024342917622	1
0.019	0.6850961538461539	0.013745069033530573	0.014053254437869823	0.28710552268244577	0.020100502512562814	0.9803316281531135	1
0.02	0.6857125246548323	0.01312869822485207	0.014361439842209073	0.2867973372781065	0.020514175030815287	0.9812136179220321	1
