blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	135
-6	FALSE	-0.11648189763975	0.04381836087053917	24
-5	FALSE	-0.11648189763975	0.04381836087053917	203
-4	FALSE	-0.0677806702875	0.03154471487457393	403
-3	FALSE	-0.024955101122375	0.026296579448589673	523
-2	FALSE	0.020153808177525	0.03039883226250253	421
-1	FALSE	0.032966381209825	0.03237016864260581	387
0	FALSE	0.0689032339805	0.048950120305546456	187
1	FALSE	0.121617274906	0.05421529702798574	138
2	FALSE	0.180655552017	0.07206568760718042	65
3	FALSE	0.180655552017	0.07206568760718042	23
