blosum_score	stop	nu_mean	nu_sd
-7	TRUE	0	0
-6	FALSE	0.60424554025	0.08456672477617731
-5	FALSE	0.60424554025	0.08456672477617731
-4	FALSE	0.45921396125	0.0596736064271907
-3	FALSE	0.257149683525	0.05069784688200529
-2	FALSE	-0.183549213925	0.0524415956205783
-1	FALSE	-0.31549779275	0.06889294880113038
0	FALSE	-0.67431625675	0.09590930331841946
1	FALSE	-0.726232636	0.12797733462938551
2	FALSE	-0.90429323525	0.15693857538538256
3	FALSE	-0.90429323525	0.15693857538538256
5	FALSE	0	0
