blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	23
-6	FALSE	-1.59124819825	0.23483609429114155	31
-5	FALSE	-1.59124819825	0.23483609429114155	393
-4	FALSE	-1.1183969465	0.1673710940686386	756
-3	FALSE	-0.760648145	0.1316982811811965	973
-2	FALSE	-0.207238313182125	0.1619583860092055	751
-1	FALSE	0.032343301782225	0.22862001802542903	566
0	FALSE	2.6895510075	0.3291878282169945	320
1	FALSE	4.6442182475	0.4629011688568479	215
2	FALSE	4.079351815	0.5617604233464345	84
3	FALSE	4.079351815	0.5617604233464345	48
5	FALSE	0	0	264
