blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	23
-6	FALSE	-1.9544033775	0.2081785414329387	31
-5	FALSE	-1.9544033775	0.2081785414329387	404
-4	FALSE	-1.34598033625	0.15641944852057096	785
-3	FALSE	-1.03619080125	0.13098789601834238	1012
-2	FALSE	-0.175090063608225	0.15807107257263175	803
-1	FALSE	0.5452858779125	0.23610531307706933	608
0	FALSE	3.088686625	0.29673067259245994	339
1	FALSE	4.466735555	0.4073058782828489	227
2	FALSE	4.88496481	0.5198440225806844	90
3	FALSE	4.88496481	0.5198440225806844	54
5	FALSE	0	0	270
