blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	23
-6	FALSE	-0.8551174675	0.14766965453728037	32
-5	FALSE	-0.8551174675	0.14766965453728037	394
-4	FALSE	-0.508230917075	0.10250229315625387	756
-3	FALSE	-0.437986701	0.08748425577642406	975
-2	FALSE	0.06964755204105	0.10378959457971142	749
-1	FALSE	-0.04811682179435	0.1256047544088397	571
0	FALSE	1.53939033725	0.1697426721667539	321
1	FALSE	1.974133835	0.19849938603874123	212
2	FALSE	1.77752004325	0.2739183019738941	87
3	FALSE	1.77752004325	0.2739183019738941	47
5	FALSE	0	0	266
