blosum_score	stop	nu_mean	nu_sd
-7	TRUE	0	0
-6	FALSE	0.4258433275725	0.1361488902798914
-5	FALSE	0.4258433275725	0.1361488902798914
-4	FALSE	0.48320598775	0.08376891441140631
-3	FALSE	0.27561781765	0.07661909857931272
-2	FALSE	-0.092928303511325	0.08517659127688204
-1	FALSE	-0.28977190741	0.1027797825003489
0	FALSE	-0.73711174775	0.14091861920344192
1	FALSE	-0.92754965525	0.17926291721194385
2	FALSE	-1.00795136775	0.22958765824809588
3	FALSE	-1.00795136775	0.22958765824809588
5	FALSE	0	0
