blosum_score	nu_mean	nu_sd	n
-6	-3.4561110525	0.18686872912086724	39
-5	-3.4561110525	0.18686872912086724	501
-4	-3.0173760375	0.14653974413218473	961
-3	-3.637964235	0.10727800797886654	1238
-2	2.88043713	0.10967054158586084	1032
-1	3.1662139125	0.0887104813961954	1099
0	3.3161219175	0.13416084069128348	417
1	3.1670972375	0.1301458381424087	278
2	3.1670972375	0.1301458381424087	110
3	3.1670972375	0.1301458381424087	65
5	0	0	287
