blosum_score	stop	nu_mean	nu_sd
-6	FALSE	0.52941461075	0.0826159453983264
-5	FALSE	0.52941461075	0.0826159453983264
-4	FALSE	0.48645783975	0.057223943357395536
-3	FALSE	0.34228276875	0.048657426101104746
-2	FALSE	-0.210084335425	0.05288371008008417
-1	FALSE	-0.34377908625	0.06854856046002787
0	FALSE	-0.7344431445	0.09357001321651053
1	FALSE	-1.03702663575	0.11307551267778496
2	FALSE	-1.03702663575	0.11307551267778496
3	FALSE	-1.08798741475	0.24172410944981482
