blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	22
-6	FALSE	-0.60987541575	0.08322769918704587	34
-5	FALSE	-0.60987541575	0.08322769918704587	462
-4	FALSE	-0.3105497669	0.06101402914565335	914
-3	FALSE	-0.1745949232175	0.05037201814936614	1170
-2	FALSE	-0.14073382644755	0.05834287685584545	972
-1	FALSE	0.113394966759075	0.07192266409602019	747
0	FALSE	0.88062024175	0.10234032702070814	390
1	FALSE	1.12534915075	0.126302107165182	259
2	FALSE	1.71451429325	0.2129000315520032	108
3	FALSE	0.3535800273105	0.25617542833129203	64
5	FALSE	0	0	273
