num_divergent	num_max_treedepth	ebfmi	chain	model
0	0	0.7837382488697957	1	1
0	0	0.7529520797524307	2	1
0	0	0.7972202308934578	3	1
0	0	0.7190757871688301	4	1
0	0	0.7963790467849733	1	2
0	0	0.7140237630102296	2	2
0	0	0.7286157497479733	3	2
0	0	0.7083603834655596	4	2
0	0	0.769672068307142	1	3
0	0	0.7778776899473597	2	3
0	0	0.7974181504551329	3	3
0	0	0.7309860004456256	4	3
