blosum_score	nu_mean	nu_sd	n
-7	4.0118967225	0.10754136318473884	553
-6	0.21313262445	0.045871623541834966	71
-5	0.21313262445	0.045871623541834966	970
-4	0.21313262445	0.045871623541834966	1894
-3	-0.10362448293475	0.039275962690862316	2383
-2	-0.38625677925	0.04462555898519037	2058
-1	-0.4057116415	0.052151777198876245	1501
0	-0.677757125	0.07974011737330873	790
1	-0.783176494	0.080481522558881885	512
2	-0.783176494	0.080481522558881885	211
3	-0.783176494	0.080481522558881885	117
5	0	0	553
