blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	22
-6	FALSE	-0.822174162	0.1058343358924253	34
-5	FALSE	-0.822174162	0.1058343358924253	462
-4	FALSE	-0.5129058605	0.07455755921173549	914
-3	FALSE	-0.3112731397	0.061971717119649654	1168
-2	FALSE	-0.0771635720446	0.06878479017441967	969
-1	FALSE	0.170938023000025	0.08919927430262979	749
0	FALSE	1.1733138185	0.1214320421335252	391
1	FALSE	1.809939245	0.1544674076720983	260
2	FALSE	1.950909305	0.25750630831257737	108
3	FALSE	0.74368537233	0.3042509740358822	63
5	FALSE	0	0	273
