blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	23
-6	FALSE	-1.57848595425	0.21234945732411378	32
-5	FALSE	-1.57848595425	0.21234945732411378	396
-4	FALSE	-0.99860084675	0.14246291704463826	777
-3	FALSE	-0.9793446025	0.13285239243191752	987
-2	FALSE	-0.3644723596775	0.14966537682314968	766
-1	FALSE	0.1081218201056	0.21806779701860105	588
0	FALSE	3.0426481225	0.30368038800935987	326
1	FALSE	4.5152402275	0.41457088514502044	223
2	FALSE	4.6685760875	0.5310883459860778	88
3	FALSE	4.6685760875	0.5310883459860778	48
5	FALSE	0	0	268
