blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	23
-6	FALSE	-1.69696136175	0.202081347701984	32
-5	FALSE	-1.69696136175	0.202081347701984	402
-4	FALSE	-0.94664190875	0.13948040619998872	790
-3	FALSE	-0.85856663125	0.12513974864843794	1000
-2	FALSE	-0.17650929493315	0.14804340875685842	791
-1	FALSE	-0.041035496150425	0.19939845965972544	604
0	FALSE	2.828750525	0.28313450855248584	332
1	FALSE	4.2043383475	0.36628333619554393	229
2	FALSE	4.32400433	0.46645299463697576	89
3	FALSE	4.32400433	0.46645299463697576	51
5	FALSE	0	0	267
