rank	TP	FN	FP	TN	FDR	Power	Sensitivity	model
0.01	1	0	0	0	0	1	0.014280677009873061	1
0.02	1	0	0	0	0	1	0.028561354019746122	1
0.03	1	0	0	0	0	1	0.042842031029619185	1
0.04	1	0	0	0	0	1	0.057122708039492244	1
0.05	1	0	0	0	0	1	0.07149153737658674	1
0.06	1	0	0	0	0	1	0.08577221438645981	1
0.07	1	0	0	0	0	1	0.10005289139633286	1
0.08	1	0	0	0	0	1	0.11433356840620593	1
0.09	1	0	0	0	0	1	0.12870239774330042	1
0.1	1	0	0	0	0	1	0.14298307475317348	1
0.11	1	0	0	0	0	1	0.15726375176304655	1
0.12	1	0	0	0	0	1	0.17154442877291962	1
0.13	1	0	0	0	0	1	0.1859132581100141	1
0.14	1	0	0	0	0	1	0.20019393511988717	1
0.15	1	0	0	0	0	1	0.21447461212976024	1
0.16	1	0	0	0	0	1	0.22875528913963328	1
0.17	1	0	0	0	0	1	0.2431241184767278	1
0.18	1	0	0	0	0	1	0.25740479548660083	1
0.19	1	0	0	0	0	1	0.2716854724964739	1
0.2	1	0	0	0	0	1	0.28596614950634697	1
0.21	1	0	0	0	0	1	0.30033497884344146	1
0.22	1	0	0	0	0	1	0.3146156558533145	1
0.23	1	0	0	0	0	1	0.3288963328631876	1
0.24	1	0	0	0	0	1	0.34317700987306066	1
0.25	1	0	0	0	0	1	0.35754583921015515	1
0.26	1	0	0	0	0	1	0.3718265162200282	1
0.27	1	0	0	0	0	1	0.3861071932299013	1
0.28	1	0	0	0	0	1	0.40038787023977435	1
0.29	1	0	0	0	0	1	0.4146685472496474	1
0.3	1	0	0	0	0	1	0.4290373765867419	1
0.31	1	0	0	0	0	1	0.44331805359661497	1
0.32	1	0	0	0	0	1	0.45759873060648804	1
0.33	1	0	0	0	0	1	0.47187940761636105	1
0.34	1	0	0	0	0	1	0.4862482369534556	1
0.35	1	0	0	0	0	1	0.5005289139633287	1
0.36	1	0	0	0	0	1	0.5148095909732017	1
0.37	1	0	0	0	0	1	0.5290902679830748	1
0.38	1	0	0	0	0	1	0.5434590973201693	1
0.39	1	0	0	0	0	1	0.5577397743300423	1
0.4	1	0	0	0	0	1	0.5720204513399154	1
0.41	1	0	0	0	0	1	0.5863011283497884	1
0.42	1	0	0	0	0	1	0.6006699576868829	1
0.43	1	0	0	0	0	1	0.614950634696756	1
0.44	1	0	0	0	0	1	0.629231311706629	1
0.45	1	0	0	0	0	1	0.6435119887165022	1
0.46	1	0	0	0	0	1	0.6578808180535967	1
0.47	1	0	0	0	0	1	0.6721614950634697	1
0.48	1	0	0	0	0	1	0.6864421720733427	1
0.49	1	0	0	0	0	1	0.7007228490832158	1
0.5	0.9998767258382643	0	1.232741617357002e-4	0	1.232741617357002e-4	1	0.7150035260930888	1
0.51	0.9996374184191443	0	3.6258158085569254e-4	0	3.6258158085569254e-4	1	0.7291078984485191	1
0.52	0.9996443812233285	0	3.5561877667140827e-4	0	3.5561877667140827e-4	1	0.7433885754583921	1
0.53	0.9996510816468946	0	3.489183531053733e-4	0	3.489183531053733e-4	1	0.7576692524682651	1
0.54	0.9995433789954338	0	4.5662100456621003e-4	0	4.5662100456621003e-4	1	0.7718617771509168	1
0.55	0.9995517202734506	0	4.482797265493668e-4	0	4.482797265493668e-4	1	0.7862306064880112	1
0.56	0.9995597138139791	0	4.402861860209136e-4	0	4.402861860209136e-4	1	0.8005112834978844	1
0.57	0.9995674272737104	0	4.3257272628960744e-4	0	4.3257272628960744e-4	1	0.8147919605077574	1
0.58	0.999468593899458	0	5.314061005420342e-4	0	5.314061005420342e-4	1	0.828984485190409	1
0.59	0.9993731717509402	0	6.268282490597576e-4	0	6.268282490597576e-4	1	0.8432651622002821	1
0.6	0.9992808711732073	0	7.191288267926854e-4	0	7.191288267926854e-4	1	0.8574576868829337	1
0.61	0.9991915925626516	0	8.084074373484236e-4	0	8.084074373484236e-4	1	0.8716502115655853	1
0.62	0.9989063432093855	0	0.0010936567906144363	0	0.0010936567906144363	1	0.8856664315937941	1
0.63	0.9987281087956169	0	0.0012718912043831329	0	0.0012718912043831329	1	0.8998589562764457	1
0.64	0.9981700857170375	0	0.0018299142829625349	0	0.0018299142829625349	1	0.9136107193229901	1
0.65	0.9972498814604078	0	0.002750118539592224	0	0.002750118539592224	1	0.9270098730606487	1
0.66	0.9957037452134118	0	0.004296254786588213	0	0.004296254786588213	1	0.9397919605077574	1
0.67	0.9943882244710212	0	0.005611775528978841	0	0.005611775528978841	1	0.9528385049365303	1
0.68	0.9903915881073242	0	0.009608411892675852	0	0.009608411892675852	1	0.9631523272214386	1
0.69	0.9861532964087905	0	0.013846703591209576	0	0.013846703591209576	1	0.9731135401974612	1
0.7	0.9793941528707292	0	0.02060584712927087	0	0.02060584712927087	1	0.9804301833568406	1
0.71	0.9710044274676621	0	0.028995572532337876	0	0.028995572532337876	1	0.9859837799717912	1
0.72	0.9615615101446794	0	0.038438489855320605	0	0.038438489855320605	1	0.9901269393511989	1
0.73	0.9508570463564975	0	0.04914295364350249	0	0.04914295364350249	1	0.9926833568406206	1
0.74	0.9398583923365265	0	0.060141607663473554	0	0.060141607663473554	1	0.9946227080394923	1
0.75	0.928336620644313	0	0.07166337935568705	0	0.07166337935568705	1	0.995768688293371	1
0.76	0.9167072181670722	0	0.08329278183292782	0	0.08329278183292782	1	0.996385754583921	1
0.77	0.9053794428434198	0	0.09462055715658022	0	0.09462055715658022	1	0.9970028208744711	1
0.78	0.8940256045519204	0	0.10597439544807966	0	0.10597439544807966	1	0.9972672778561354	1
0.79	0.8830368289637952	0	0.11696317103620474	0	0.11696317103620474	1	0.9976198871650211	1
0.8	0.8722551814469528	0	0.12774481855304723	0	0.12774481855304723	1	0.997972496473907	1
0.81	0.8618826573320143	0	0.1381173426679857	0	0.1381173426679857	1	0.9984132581100141	1
0.82	0.8513869052093512	0	0.14861309479064871	0	0.14861309479064871	1	0.9984132581100141	1
0.83	0.8414407723728184	0	0.15855922762718158	0	0.15855922762718158	1	0.9987658674188998	1
0.84	0.8314499559729968	0	0.16855004402700322	0	0.16855004402700322	1	0.9988540197461213	1
0.85	0.8218274111675127	0	0.17817258883248732	0	0.17817258883248732	1	0.9990303244005642	1
0.86	0.8122849770642202	0	0.18771502293577982	0	0.18771502293577982	1	0.9990303244005642	1
0.87	0.8029615984129234	0	0.19703840158707667	0	0.19703840158707667	1	0.9990303244005642	1
0.88	0.793934299922953	0	0.206065700077047	0	0.206065700077047	1	0.999206629055007	1
0.89	0.7850959207701365	0	0.21490407922986357	0	0.21490407922986357	1	0.9992947813822285	1
0.9	0.7764536675570166	0	0.22354633244298336	0	0.22354633244298336	1	0.99938293370945	1
0.91	0.7679333468807154	0	0.2320666531192847	0	0.2320666531192847	1	0.99938293370945	1
0.92	0.7596140962079593	0	0.24038590379204072	0	0.24038590379204072	1	0.9994710860366713	1
0.93	0.7515243902439024	0	0.24847560975609756	0	0.24847560975609756	1	0.9995592383638928	1
0.94	0.7435409836065574	0	0.2564590163934426	0	0.2564590163934426	1	0.9995592383638928	1
0.95	0.7357902932779652	0	0.26420970672203475	0	0.26420970672203475	1	0.9996473906911142	1
0.96	0.7282182985553772	0	0.27178170144462277	0	0.27178170144462277	1	0.9998236953455572	1
0.97	0.7208489546927623	0	0.2791510453072377	0	0.2791510453072377	1	1	1
0.98	0.7135039939618844	0	0.2864960060381156	0	0.2864960060381156	1	1	1
0.99	0.70630720378556755	0	0.29369279621443245	0	0.29369279621443245	1	1	1
1	0.6992110453648915	0	0.30078895463510846	0	0.30078895463510846	1	1	1
0.01	1	0	0	0	0	1	0.014280677009873061	2
0.02	1	0	0	0	0	1	0.028561354019746122	2
0.03	1	0	0	0	0	1	0.042842031029619185	2
0.04	1	0	0	0	0	1	0.057122708039492244	2
0.05	1	0	0	0	0	1	0.07149153737658674	2
0.06	1	0	0	0	0	1	0.08577221438645981	2
0.07	1	0	0	0	0	1	0.10005289139633286	2
0.08	1	0	0	0	0	1	0.11433356840620593	2
0.09	1	0	0	0	0	1	0.12870239774330042	2
0.1	1	0	0	0	0	1	0.14298307475317348	2
0.11	1	0	0	0	0	1	0.15726375176304655	2
0.12	1	0	0	0	0	1	0.17154442877291962	2
0.13	1	0	0	0	0	1	0.1859132581100141	2
0.14	1	0	0	0	0	1	0.20019393511988717	2
0.15	1	0	0	0	0	1	0.21447461212976024	2
0.16	1	0	0	0	0	1	0.22875528913963328	2
0.17	1	0	0	0	0	1	0.2431241184767278	2
0.18	1	0	0	0	0	1	0.25740479548660083	2
0.19	1	0	0	0	0	1	0.2716854724964739	2
0.2	1	0	0	0	0	1	0.28596614950634697	2
0.21	1	0	0	0	0	1	0.30033497884344146	2
0.22	1	0	0	0	0	1	0.3146156558533145	2
0.23	1	0	0	0	0	1	0.3288963328631876	2
0.24	1	0	0	0	0	1	0.34317700987306066	2
0.25	1	0	0	0	0	1	0.35754583921015515	2
0.26	1	0	0	0	0	1	0.3718265162200282	2
0.27	1	0	0	0	0	1	0.3861071932299013	2
0.28	1	0	0	0	0	1	0.40038787023977435	2
0.29	1	0	0	0	0	1	0.4146685472496474	2
0.3	1	0	0	0	0	1	0.4290373765867419	2
0.31	1	0	0	0	0	1	0.44331805359661497	2
0.32	1	0	0	0	0	1	0.45759873060648804	2
0.33	1	0	0	0	0	1	0.47187940761636105	2
0.34	1	0	0	0	0	1	0.4862482369534556	2
0.35	1	0	0	0	0	1	0.5005289139633287	2
0.36	1	0	0	0	0	1	0.5148095909732017	2
0.37	1	0	0	0	0	1	0.5290902679830748	2
0.38	1	0	0	0	0	1	0.5434590973201693	2
0.39	1	0	0	0	0	1	0.5577397743300423	2
0.4	1	0	0	0	0	1	0.5720204513399154	2
0.41	1	0	0	0	0	1	0.5863011283497884	2
0.42	1	0	0	0	0	1	0.6006699576868829	2
0.43	1	0	0	0	0	1	0.614950634696756	2
0.44	1	0	0	0	0	1	0.629231311706629	2
0.45	1	0	0	0	0	1	0.6435119887165022	2
0.46	1	0	0	0	0	1	0.6578808180535967	2
0.47	1	0	0	0	0	1	0.6721614950634697	2
0.48	1	0	0	0	0	1	0.6864421720733427	2
0.49	0.9998741980123286	0	1.258019876714052e-4	0	1.258019876714052e-4	1	0.7006346967559943	2
0.5	0.9998767258382643	0	1.232741617357002e-4	0	1.232741617357002e-4	1	0.7150035260930888	2
0.51	0.9998791394730481	0	1.2086052695189751e-4	0	1.2086052695189751e-4	1	0.7292842031029619	2
0.52	0.9996443812233285	0	3.5561877667140827e-4	0	3.5561877667140827e-4	1	0.7433885754583921	2
0.53	0.9996510816468946	0	3.489183531053733e-4	0	3.489183531053733e-4	1	0.7576692524682651	2
0.54	0.9995433789954338	0	4.5662100456621003e-4	0	4.5662100456621003e-4	1	0.7718617771509168	2
0.55	0.9995517202734506	0	4.482797265493668e-4	0	4.482797265493668e-4	1	0.7862306064880112	2
0.56	0.9995597138139791	0	4.402861860209136e-4	0	4.402861860209136e-4	1	0.8005112834978844	2
