fdr	TP	FN	FP	TN	FDR	Power	model
0	0	0.6992110453648915	0	0.30078895463510846	NA	0	1
0.001	0.6423200197238659	0.05689102564102564	0.0011711045364891518	0.29961785009861935	0.0018199233716475094	0.9186354019746121	1
0.002	0.654154339250493	0.04505670611439842	0.002527120315581854	0.29826183431952663	0.0038483198798573304	0.9355606488011284	1
0.003	0.6618589743589743	0.03735207100591716	0.0033284023668639054	0.2974605522682446	0.005003706449221646	0.9465796897038081	1
0.004	0.6669132149901381	0.03229783037475345	0.003883136094674556	0.2969058185404339	0.0057888449875953315	0.9538081805359662	1
0.005	0.6703648915187377	0.028846153846153848	0.0048693293885601575	0.2959196252465483	0.0072113190324052945	0.9587447108603667	1
0.006	0.6728303747534516	0.02638067061143984	0.00622534516765286	0.29456360946745563	0.00916764999546156	0.9622708039492242	1
0.007	0.6748027613412229	0.02440828402366864	0.00671844181459566	0.29407051282051283	0.009858008501401826	0.9650916784203102	1
0.008	0.6764669625246549	0.022744082840236688	0.007334812623274162	0.29345414201183434	0.010726518839012078	0.9674717912552891	1
0.009000000000000001	0.6781311637080868	0.021079881656804734	0.007951183431952663	0.2928377712031558	0.011589255233132693	0.969851904090268	1
0.01	0.6789940828402367	0.02021696252465483	0.008875739644970414	0.29191321499013806	0.012903225806451613	0.9710860366713681	1
0.011	0.680103550295858	0.01910749506903353	0.009492110453648915	0.29129684418145957	0.013764747944225955	0.972672778561354	1
0.012	0.6815828402366864	0.017628205128205128	0.010293392504930967	0.2904955621301775	0.014877505567928731	0.9747884344146684	1
0.013000000000000001	0.6819526627218935	0.01725838264299803	0.010724852071005916	0.2900641025641026	0.015483182060864922	0.9753173483779971	1
0.014	0.6825073964497042	0.016703648915187375	0.01201923076923077	0.28876972386587774	0.017305644302449415	0.9761107193229901	1
0.015	0.6833086785009862	0.015902366863905327	0.01288214990138067	0.2879068047337278	0.018503762726870297	0.9772566995768688	1
0.016	0.6843565088757396	0.014854536489151873	0.01343688362919132	0.28735207100591714	0.019256249447928628	0.9787552891396333	1
0.017	0.6851577909270217	0.014053254437869823	0.013929980276134122	0.28685897435897434	0.019925938987832834	0.979901269393512	1
0.018000000000000002	0.6855892504930966	0.013621794871794872	0.014423076923076924	0.28636587771203154	0.020604032755129	0.9805183356840621	1
0.019	0.6859590729783037	0.013251972386587771	0.014977810650887574	0.2858111439842209	0.021368272951107988	0.9810472496473907	1
0.02	0.6866370808678501	0.01257396449704142	0.015532544378698224	0.28525641025641024	0.02212078651685393	0.9820169252468265	1
0.021	0.6871918145956607	0.01201923076923077	0.016395463510848127	0.2843934911242604	0.02330267192290846	0.9828102961918195	1
0.022	0.6874383629191322	0.011772682445759368	0.01719674556213018	0.28359220907297833	0.02440517844646606	0.9831629055007053	1
0.023	0.6881163708086785	0.011094674556213017	0.018121301775147928	0.28266765285996054	0.025658928259731192	0.984132581100141	1
0.024	0.6885478303747534	0.010663214990138068	0.01886094674556213	0.28192800788954636	0.026662019691557026	0.984749647390691	1
0.025	0.6889792899408284	0.010231755424063117	0.01947731755424063	0.28131163708086787	0.02749260483730642	0.9853667136812413	1
0.026000000000000002	0.6891025641025641	0.010108481262327416	0.02009368836291913	0.2806952662721893	0.02833304362941074	0.985543018335684	1
0.027	0.6894723865877712	0.009738658777120315	0.020710059171597635	0.28007889546351084	0.029161603888213854	0.9860719322990127	1
0.028	0.6897189349112426	0.009492110453648915	0.021203155818540435	0.27958579881656803	0.029824865614704352	0.9864245416078984	1
0.029	0.6900887573964497	0.009122287968441814	0.022066074950690337	0.27872287968441817	0.030984940280422365	0.986953455571227	1
0.03	0.6902120315581854	0.008999013806706115	0.022928994082840236	0.27785996055226825	0.03215211754537597	0.98712976022567	1
0.031	0.6905202169625246	0.008690828402366863	0.023730276134122288	0.2770586785009862	0.033224024853296515	0.9875705218617771	1
0.032	0.6908900394477318	0.008321005917159764	0.02434664694280079	0.2764423076923077	0.034039986211651156	0.9880994358251057	1
0.033	0.6913214990138067	0.007889546351084813	0.02490138067061144	0.27588757396449703	0.03476764199655766	0.9887165021156558	1
0.034	0.6914447731755424	0.007766272189349112	0.025456114398422092	0.2753328402366864	0.0355085547244433	0.9888928067700987	1
0.035	0.691629684418146	0.007581360946745562	0.026134122287968443	0.27465483234714005	0.03641047659939889	0.989157263751763	1
0.036000000000000004	0.6917529585798816	0.007458086785009862	0.026688856015779094	0.2741000986193294	0.037148249828414553	0.989333568406206	1
0.037	0.6922460552268245	0.006964990138067061	0.027490138067061146	0.27329881656804733	0.0381947418001199	0.9900387870239774	1
0.038	0.6923693293885601	0.006841715976331361	0.027859960552268245	0.2729289940828402	0.03868207103123663	0.9902150916784204	1
0.039	0.6925542406311637	0.006656804733727811	0.028476331360946745	0.2723126232741617	0.03949393058642503	0.9904795486600847	1
0.04	0.6926775147928994	0.006533530571992111	0.02946252465483235	0.2713264299802761	0.040798907476954596	0.9906558533145274	1
0.041	0.6928007889546351	0.00641025641025641	0.03007889546351085	0.27071005917159763	0.04160982264665757	0.9908321579689704	1
0.042	0.6928007889546351	0.00641025641025641	0.030448717948717948	0.2703402366863905	0.042099880688597234	0.9908321579689704	1
0.043000000000000003	0.6929857001972387	0.00622534516765286	0.03118836291913215	0.26960059171597633	0.04306749510596646	0.9910966149506347	1
0.044	0.6933555226824457	0.00585552268244576	0.0316198224852071	0.2691691321499014	0.04361503145723517	0.9916255289139634	1
0.045	0.6936020710059172	0.005608974358974359	0.03217455621301775	0.26861439842209073	0.04433121019108279	0.9919781382228491	1
0.046	0.6937869822485208	0.005424063116370809	0.03279092702169625	0.26799802761341224	0.04513064133016627	0.9922425952045134	1
0.047	0.6938486193293886	0.005362426035502958	0.0334689349112426	0.2673200197238659	0.04601694915254237	0.9923307475317348	1
