blosum_score	stop	nu_mean	nu_sd
-6	FALSE	0.61265176825	0.062412240175216946
-5	FALSE	0.61265176825	0.062412240175216946
-4	FALSE	0.54472926375	0.04632913961651012
-3	FALSE	0.33390085425	0.04042000970426814
-2	FALSE	-0.27799317425	0.044172435979420194
-1	FALSE	-0.3350744555	0.05625980027061634
0	FALSE	-0.85279514325	0.0797133832047619
1	FALSE	-0.8386870205	0.10251697854567121
2	FALSE	-0.702729436	0.15852465745479846
3	FALSE	-1.1460318395	0.18535774373391248
