blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	22
-6	FALSE	-0.68424665125	0.14105683665666482	34
-5	FALSE	-0.68424665125	0.14105683665666482	463
-4	FALSE	-0.479687774	0.09786706475209482	910
-3	FALSE	-0.1218859962982	0.08528719211072314	1162
-2	FALSE	-0.4495190515	0.094216467655462	960
-1	FALSE	-0.12568491356225	0.12473248154903968	738
0	FALSE	1.52031991525	0.22197014420139877	385
1	FALSE	1.44246211025	0.25870818532206175	258
2	FALSE	4.561492565	0.5000416711083507	108
3	FALSE	-0.120759794884225	0.4874591401925478	63
5	FALSE	0	0	273
