blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	22
-6	FALSE	-0.292012353075	0.07151297325527017	34
-5	FALSE	-0.292012353075	0.07151297325527017	463
-4	FALSE	-0.18632785045	0.04986021106871905	910
-3	FALSE	-0.05869396632615	0.04356547816462563	1162
-2	FALSE	-0.1950742901475	0.048873616659717734	960
-1	FALSE	-0.026160022969975	0.05762256978140089	738
0	FALSE	0.6009326055	0.08535322550589072	385
1	FALSE	0.7798405545	0.10751104132673918	258
2	FALSE	1.38987631125	0.18235010225154294	108
3	FALSE	0.107995636826	0.2224675100629494	63
5	FALSE	0	0	273
