blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	22
-6	FALSE	-1.41688053675	0.1579203194350612	34
-5	FALSE	-1.41688053675	0.1579203194350612	462
-4	FALSE	-0.81539734575	0.11233073130692328	914
-3	FALSE	-0.49875186275	0.09611686766073185	1164
-2	FALSE	-0.25895706842375	0.10861531573102082	966
-1	FALSE	0.154753641944425	0.15478713620947993	741
0	FALSE	2.18367667	0.22222296963954907	388
1	FALSE	2.8258363175	0.2972882069479241	258
2	FALSE	4.475405315	0.4967527618393274	108
3	FALSE	1.6570963034345	0.714670745049767	63
5	FALSE	0	0	273
