blosum_score	stop	nu_mean	nu_sd	n
-7	TRUE	0	0	534
-6	FALSE	0.22974952	0.021142988209799245	71
-5	FALSE	0.22974952	0.021142988209799245	961
-4	FALSE	0.1849891965	0.015639288131008358	1876
-3	FALSE	0.121367074025	0.013331880188339034	2352
-2	FALSE	-0.08295723805	0.01530603283723303	2034
-1	FALSE	-0.1339736492	0.018372704054604044	1473
0	FALSE	-0.2887713855	0.026753659127969273	780
1	FALSE	-0.30010665775	0.03313430184390922	506
2	FALSE	-0.38899299175	0.04199282086113233	209
3	FALSE	-0.38899299175	0.04199282086113233	116
5	FALSE	0	0	519
