blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	22
-6	FALSE	-1.3881828285	0.1728093798139152	34
-5	FALSE	-1.3881828285	0.1728093798139152	466
-4	FALSE	-0.91940521	0.1245050431710686	912
-3	FALSE	-0.57979749125	0.10796343085451617	1165
-2	FALSE	-0.20865171941	0.12532024381030268	967
-1	FALSE	0.32961835299375	0.16949225116813288	747
0	FALSE	2.015150845	0.24103790848052747	389
1	FALSE	3.18940742	0.33280384295206766	259
2	FALSE	4.3598247325	0.5530955461810191	108
3	FALSE	1.314017475285	0.6101763430948411	63
5	FALSE	0	0	273
