blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	137
-6	FALSE	-0.193805565980075	0.07834321993956242	24
-5	FALSE	-0.193805565980075	0.07834321993956242	208
-4	FALSE	-0.17568692596	0.0546823698539568	402
-3	FALSE	-0.094113473430075	0.046385248434229163	531
-2	FALSE	0.0406260547215175	0.05105065989572326	426
-1	FALSE	0.0751644188611325	0.05770796614577384	387
0	FALSE	0.20157499646175	0.08225320063305896	189
1	FALSE	0.3226480697	0.1004177700413739	140
2	FALSE	0.407949545175	0.12616945097235455	65
3	FALSE	0.407949545175	0.12616945097235455	23
