num_divergent	num_max_treedepth	ebfmi	chain	model
0	0	0.8100336713365017	1	1
0	0	0.8395512066483132	2	1
0	0	0.8973208594153547	3	1
0	0	0.8339291823070497	4	1
0	0	0.8110982598190272	1	2
0	0	0.8001558184886008	2	2
0	0	0.8790715101899128	3	2
0	0	0.8053562250962576	4	2
0	0	0.8728697487968231	1	3
0	0	0.7708681474057367	2	3
0	0	0.9611155870516414	3	3
0	0	0.8565361506040902	4	3
