blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	23
-6	FALSE	-1.6704448205	0.21964270557167836	33
-5	FALSE	-1.6704448205	0.21964270557167836	405
-4	FALSE	-1.099012971	0.15308919895657874	781
-3	FALSE	-0.86274512825	0.12798578845626765	998
-2	FALSE	-0.161135627410175	0.15359356925883408	789
-1	FALSE	0.24902043844025	0.22299062136419975	601
0	FALSE	2.85917651	0.29837659603977984	328
1	FALSE	3.9010058025	0.3838770855202911	226
2	FALSE	4.3502938975	0.466972477591176	91
3	FALSE	4.3502938975	0.466972477591176	49
5	FALSE	0	0	268
