blosum_score	nu_mean	nu_sd	n
-7	4.263571275	0.10521868691536415	553
-6	0.246743015925	0.0428053624485738	71
-5	0.246743015925	0.0428053624485738	970
-4	0.246743015925	0.0428053624485738	1894
-3	-0.148771282425	0.039642530313852946	2383
-2	-0.35998038075	0.044940550111840734	2058
-1	-0.424436975	0.051647806028840886	1501
0	-0.7196808135	0.07509787976601973	790
1	-0.92970985375	0.07573083324702319	512
2	-0.92970985375	0.07573083324702319	211
3	-0.92970985375	0.07573083324702319	117
5	0	0	553
