blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	439
-6	FALSE	0.0053066224024875	0.08324913818478644	2
-5	FALSE	0.0053066224024875	0.08324913818478644	204
-4	FALSE	0.097849763315	0.039308777364355396	722
-3	FALSE	0.07812981987475	0.03063118959371785	1209
-2	FALSE	0.0016190730793075	0.04321758483679301	653
-1	FALSE	7.578169451175e-4	0.03564538048056356	916
0	FALSE	-0.04452480805371	0.02865868316071563	1341
1	FALSE	-0.0341132724523125	0.032805014074282456	1046
2	FALSE	-0.1116884516655	0.054608989755118936	430
3	FALSE	-0.105299480635255	0.07307164349168754	233
5	FALSE	0	0	1354
