blosum_score	stop	nu_mean	nu_sd
-7	TRUE	0	0
-6	FALSE	0.65032871695	0.21600074319132503
-5	FALSE	0.682552002	0.07808501944179051
-4	FALSE	0.614756943	0.06303072054593606
-3	FALSE	0.471756139	0.06487897249645858
-2	FALSE	-0.072617629112	0.060639044888733354
-1	FALSE	-0.31029891915	0.07170691990682398
0	FALSE	-0.56799516	0.07249829776954954
1	FALSE	-0.6869305755	0.08295573568160262
2	FALSE	-0.61427094325	0.11531499513434815
3	FALSE	-0.95928445975	0.1474228678010676
5	FALSE	0	0
