blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	22
-6	FALSE	-1.60127157275	0.19330149360966703	34
-5	FALSE	-1.60127157275	0.19330149360966703	463
-4	FALSE	-0.7993769125	0.13639935442688267	913
-3	FALSE	-0.79074867625	0.11815933055092813	1164
-2	FALSE	-0.0544101407264	0.13673005997170454	968
-1	FALSE	0.3773067978275	0.18907961270779636	747
0	FALSE	2.17200873	0.25556893679162246	392
1	FALSE	3.2215204175	0.3466770531721125	261
2	FALSE	2.8141380475	0.49932027802320833	108
3	FALSE	3.5038764725	0.6300367941334238	63
5	FALSE	0	0	273
