blosum_score	stop	nu_mean	nu_sd
-7	TRUE	0	0
-6	FALSE	0.5364010095	0.11402612758233205
-5	FALSE	0.5364010095	0.11402612758233205
-4	FALSE	0.4223405186	0.09548764397153502
-3	FALSE	0.316372351375	0.07490614390640206
-2	FALSE	-0.266894592775	0.07590753213346871
-1	FALSE	-0.336151286515	0.10350694198341513
0	FALSE	-0.5826859585	0.13718144663176493
1	FALSE	-0.88467095325	0.14989020045295162
2	FALSE	-0.88467095325	0.14989020045295162
3	FALSE	-0.88467095325	0.14989020045295162
5	FALSE	0	0
