blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	23
-6	FALSE	-1.6594771835	0.2512473785238776	36
-5	FALSE	-1.6594771835	0.2512473785238776	493
-4	FALSE	-0.962829962	0.17108007197678213	954
-3	FALSE	-0.60821803725	0.12770698486251655	1221
-2	FALSE	0.1960840189435	0.12404417871510764	1024
-1	FALSE	0.662171093775	0.17713005475731672	801
0	FALSE	1.5956662955	0.2750620356899624	414
1	FALSE	2.239168	0.35458990844134597	276
2	FALSE	2.7536760325	0.48272906388461184	109
3	FALSE	3.5243306149999998	0.6016759208873292	65
5	FALSE	0	0	273
