blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	23
-6	FALSE	-1.82656871	0.2336490925342883	32
-5	FALSE	-1.82656871	0.2336490925342883	394
-4	FALSE	-1.11067759925	0.16834121162549898	762
-3	FALSE	-0.529164082125	0.14137750137154836	992
-2	FALSE	0.240468864564375	0.1709863942210095	761
-1	FALSE	0.2847940918286	0.2175517445604986	576
0	FALSE	2.084677065	0.2768719232665333	326
1	FALSE	3.20548188	0.3717542855286511	221
2	FALSE	3.069118205	0.4835342200016004	87
3	FALSE	3.069118205	0.4835342200016004	48
5	FALSE	0	0	269
