blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	22
-6	FALSE	-1.26052517875	0.15969481365777535	34
-5	FALSE	-1.26052517875	0.15969481365777535	463
-4	FALSE	-0.67471939225	0.11256416315189267	912
-3	FALSE	-0.35864935034	0.0999225570692288	1166
-2	FALSE	-0.46640981775	0.10875254687618065	965
-1	FALSE	0.01747517656025	0.1471428317259311	746
0	FALSE	2.21326004	0.2602847792866123	389
1	FALSE	2.5251680075	0.3122567164438517	259
2	FALSE	4.9398209225	0.5608791123977207	108
3	FALSE	0.75909167415625	0.614022102501844	64
5	FALSE	0	0	273
