blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	22
-6	FALSE	-0.579765861	0.08574942372321749	34
-5	FALSE	-0.579765861	0.08574942372321749	463
-4	FALSE	-0.27202925934675	0.0605788878790774	912
-3	FALSE	-0.1589612552825	0.04969576355724021	1166
-2	FALSE	-0.21680619677	0.057640902445457845	965
-1	FALSE	0.065001007633125	0.07093089431523382	746
0	FALSE	0.85710843075	0.10378980483834768	389
1	FALSE	1.33040094075	0.13389273615956473	259
2	FALSE	1.610680917	0.2155946910563547	108
3	FALSE	0.47449695958575	0.2651301004317225	64
5	FALSE	0	0	273
