num_divergent	num_max_treedepth	ebfmi	model
0	0	0.6786139718992392	1
0	0	0.7358887428472102	1
0	0	0.689854454878215	1
0	0	0.7471931927893235	1
0	0	0.7896047207933963	2
0	0	0.7376305686537012	2
0	0	0.7121558354906942	2
0	0	0.6790240206998209	2
0	0	0.6854279793024235	3
0	0	0.806828228262235	3
0	0	0.7919461148841461	3
0	0	0.6572774788565339	3
