blosum_score	nu_mean	nu_sd	n
-6	-6.46485056	0.15823561074759235	39
-5	-6.46485056	0.15823561074759235	501
-4	0.5950661465	0.056061822020543564	961
-3	0.588033606	0.048524521905525295	1238
-2	0.69703862025	0.052420821580950495	1032
-1	0.7611416055	0.049339344123903936	1099
0	0.78387359225	0.07813730280989094	417
1	0.68093011325	0.08266708166290915	278
2	0.68093011325	0.08266708166290915	110
3	0.68093011325	0.08266708166290915	65
5	0	0	287
