blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	22
-6	FALSE	-0.4932693265	0.07877993934887137	34
-5	FALSE	-0.4932693265	0.07877993934887137	464
-4	FALSE	-0.30989597425	0.056193192050383554	912
-3	FALSE	-0.1580252488585	0.047175588289275726	1168
-2	FALSE	-0.14541051751	0.054454389165602426	970
-1	FALSE	0.0321430579381	0.06685822735628476	742
0	FALSE	0.9022437025	0.09510819885589988	389
1	FALSE	1.10124825225	0.11515837687821466	259
2	FALSE	1.540518621	0.1901955000597467	108
3	FALSE	0.4360749434233	0.23578353132058474	63
5	FALSE	0	0	273
