blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	23
-6	FALSE	-1.75343523125	0.238617402404904	30
-5	FALSE	-1.75343523125	0.238617402404904	386
-4	FALSE	-1.140514158	0.17212314521134106	727
-3	FALSE	-0.805825409	0.15171718416962302	944
-2	FALSE	-0.2284647519345	0.18213893968217504	715
-1	FALSE	0.117816227312025	0.24846916487938617	548
0	FALSE	3.387604955	0.3523501619182953	311
1	FALSE	4.0974990825	0.4628236369054662	212
2	FALSE	3.81427725	0.5652851287916089	85
3	FALSE	3.81427725	0.5652851287916089	45
5	FALSE	0	0	262
