blosum_score	stop	nu_mean	nu_sd
-6	FALSE	0.63344269225	0.0531584006767949
-5	FALSE	0.63344269225	0.0531584006767949
-4	FALSE	0.553557552	0.038336551986176894
-3	FALSE	0.35139681700000003	0.032689124744058905
-2	FALSE	-0.25747188425	0.03575180418246648
-1	FALSE	-0.342000532	0.04684135945132024
0	FALSE	-0.81696229575	0.0635361724664006
1	FALSE	-0.9345080025	0.08259046628789794
2	FALSE	-0.968734544	0.12307864040207736
3	FALSE	-1.19814286125	0.14852099282352418
