blosum_score	stop	nu_mean	nu_sd
-6	FALSE	0.59359757525	0.06274733461659315
-5	FALSE	0.59359757525	0.06274733461659315
-4	FALSE	0.53082406825	0.046542068236365704
-3	FALSE	0.31118889825	0.03953167249580994
-2	FALSE	-0.235123741325	0.04353577025425239
-1	FALSE	-0.331934847	0.056718000761664646
0	FALSE	-0.75911055	0.07693861056406517
1	FALSE	-0.81563131375	0.09896848147115822
2	FALSE	-0.91372726475	0.15446388013168644
3	FALSE	-1.18043825275	0.18383491537141217
