fdr	TP	FN	FP	TN	FDR	Power	model
0	0	0.5176704828272772	0	0.48232951717272277	NA	0	1
0.001	0.5083789613406338	0.009291521486643438	0.0038161606105856978	0.47851335656213706	0.007450599287333983	0.982051282051282	1
0.002	0.5090426414468227	0.008627841380454622	0.004645760743321719	0.47768375642940103	0.009043927648578812	0.9833333333333334	1
0.003	0.5095404015264643	0.008130081300813009	0.0054753608760577405	0.476854156296665	0.010631443298969073	0.9842948717948717	1
0.004	0.5102040816326531	0.007466401194624191	0.006968641114982578	0.4753608760577402	0.013474494706448506	0.9855769230769231	1
0.005	0.5110336817653891	0.00663680106188817	0.007964161274265804	0.47436535589845696	0.015345268542199487	0.9871794871794872	1
0.006	0.5111996017919362	0.006470881035340966	0.008461921353907416	0.4738675958188153	0.016283524904214558	0.9874999999999999	1
0.007	0.5113655218184835	0.006304961008793761	0.009623361539737847	0.4727061556329849	0.018471337579617834	0.9878205128205129	1
0.008	0.5115314418450307	0.006139040982246557	0.009955201592832254	0.4723743155798905	0.01909004136175628	0.9881410256410256	1
0.009000000000000001	0.5115314418450307	0.006139040982246557	0.010618881699021072	0.4717106354737017	0.020336828725770577	0.9881410256410256	1
0.01	0.5116973618715779	0.005973120955699353	0.011614401858304297	0.47071511531441845	0.02219403931515536	0.9884615384615385	1
0.011	0.5118632818981251	0.005807200929152149	0.012444001991040319	0.4698855151816824	0.02373417721518987	0.9887820512820513	1
0.012	0.5118632818981251	0.005807200929152149	0.01327360212377634	0.4690559150489464	0.02527646129541864	0.9887820512820513	1
0.013000000000000001	0.5118632818981251	0.005807200929152149	0.014766882362701178	0.4675626348100216	0.028040327662255827	0.9887820512820513	1
0.014	0.5120292019246723	0.005641280902604944	0.015098722415795587	0.46723079475692714	0.028643374252439412	0.989102564102564	1
0.015	0.5120292019246723	0.005641280902604944	0.015928322548531607	0.46640119462419116	0.03016970458830924	0.989102564102564	1
0.016	0.5121951219512195	0.0054753608760577405	0.016592002654720425	0.4657375145180023	0.03137747097583935	0.989423076923077	1
0.017	0.5121951219512195	0.0054753608760577405	0.01758752281400365	0.4647419943587191	0.033197619793297835	0.989423076923077	1
0.018000000000000002	0.5121951219512195	0.0054753608760577405	0.01825120292019247	0.46407831425253027	0.03440725680325305	0.989423076923077	1
0.019	0.5121951219512195	0.0054753608760577405	0.019412643106022896	0.46291687406669985	0.03651685393258427	0.989423076923077	1
0.02	0.5125269620043139	0.0051435208229633315	0.019910403185664508	0.46241911398705826	0.0373948270489249	0.9900641025641026	1
0.021	0.5125269620043139	0.0051435208229633315	0.020905923344947737	0.46142359382777504	0.039191290824261274	0.9900641025641026	1
0.022	0.5126928820308612	0.004977600796416127	0.02156960345113655	0.4607599137215862	0.04037267080745341	0.9903846153846153	1
0.023	0.5126928820308612	0.004977600796416127	0.021901443504230962	0.4604280736684918	0.040968342644320296	0.9903846153846153	1
0.024	0.5131906421105027	0.0044798407167745144	0.022399203583872575	0.45993031358885017	0.041821561338289966	0.9913461538461538	1
0.025	0.5131906421105027	0.0044798407167745144	0.023560643769703002	0.45876887340301975	0.04389489953632148	0.9913461538461538	1
0.026000000000000002	0.5133565621370499	0.004313920690227311	0.023892483822797413	0.45843703334992536	0.044471896232242125	0.9916666666666667	1
0.027	0.5133565621370499	0.004313920690227311	0.024390243902439025	0.4579392732702837	0.045356371490280774	0.9916666666666667	1
0.028	0.5133565621370499	0.004313920690227311	0.025717604114816658	0.4566119130579061	0.04770698676515851	0.9916666666666667	1
0.029	0.5133565621370499	0.004313920690227311	0.026713124274099883	0.4556163928986229	0.04946236559139785	0.9916666666666667	1
0.03	0.5133565621370499	0.004313920690227311	0.027542724406835906	0.45478679276588685	0.05092024539877301	0.9916666666666667	1
0.031	0.5133565621370499	0.004313920690227311	0.02820640451302472	0.454123112659698	0.052083333333333336	0.9916666666666667	1
0.032	0.5135224821635972	0.004148000663680106	0.029036004645760744	0.453293512526962	0.053516819571865444	0.9919871794871794	1
0.033	0.5135224821635972	0.004148000663680106	0.02936784469885515	0.4529616724738676	0.05409535452322738	0.9919871794871794	1
0.034	0.5135224821635972	0.004148000663680106	0.030363364858138377	0.45196615231458437	0.055826723611958506	0.9919871794871794	1
0.035	0.5138543222166916	0.0038161606105856978	0.0313588850174216	0.45097063215530114	0.05751673767498478	0.9926282051282053	1
0.036000000000000004	0.5138543222166916	0.0038161606105856978	0.032188485150157625	0.4501410320225651	0.058948647827408086	0.9926282051282053	1
0.037	0.5138543222166916	0.0038161606105856978	0.03235440517670483	0.4499751119960179	0.05923450789793438	0.9926282051282053	1
0.038	0.5140202422432387	0.0036502405840384933	0.03285216525634644	0.44947735191637633	0.06007281553398058	0.9929487179487179	1
