blosum_score	stop	nu_mean	nu_sd
-6	FALSE	0.60425770025	0.06383493136867628
-5	FALSE	0.60425770025	0.06383493136867628
-4	FALSE	0.4902479875	0.04515377681279229
-3	FALSE	0.30265188075	0.038280041004978886
-2	FALSE	-0.2190702488	0.04323243592757464
-1	FALSE	-0.32498308925	0.058320303740518886
0	FALSE	-0.7192780455	0.07731346397232361
1	FALSE	-0.85752819975	0.09738876044463286
2	FALSE	-1.04557936	0.14853663712773427
3	FALSE	-1.22529951375	0.17094698416834492
