blosum_score	stop	nu_mean	nu_sd
-7	TRUE	0	0
-6	FALSE	0.5960770587499999	0.04977106027441557
-5	FALSE	0.5960770587499999	0.04977106027441557
-4	FALSE	0.50532735225	0.03777242928530277
-3	FALSE	0.30618824625	0.0322393698859294
-2	FALSE	-0.22706631375	0.03487857059903787
-1	FALSE	-0.3708978205	0.048150311401950516
0	FALSE	-0.6894671325	0.06384029926404225
1	FALSE	-0.8257076375	0.08169442277719648
2	FALSE	-0.95827330525	0.10112302174512136
3	FALSE	-0.95827330525	0.10112302174512136
5	FALSE	0	0
