blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	437
-6	FALSE	-0.049171437040225	0.07175525646284335	2
-5	FALSE	-0.049171437040225	0.07175525646284335	212
-4	FALSE	0.021393894648105	0.03608658232817589	725
-3	FALSE	0.042238966430625	0.028502837720373046	1212
-2	FALSE	0.01224939713656	0.03924418522561248	654
-1	FALSE	0.001576024675614	0.031405917518413644	913
0	FALSE	-0.0311926515597	0.025466964816339945	1335
1	FALSE	-0.0045458796852925	0.029997986047442624	1043
2	FALSE	-0.008874988575175	0.047809021490687095	430
3	FALSE	-0.06566697301355	0.06861710662794747	235
5	FALSE	0	0	1354
