blosum_score	stop	nu_mean	nu_sd	n
-6	TRUE	0	0	23
-6	FALSE	-1.7184489715	0.22213403777377996	32
-5	FALSE	-1.7184489715	0.22213403777377996	412
-4	FALSE	-1.13717275975	0.15604316983006397	803
-3	FALSE	-0.88298549475	0.13244386894135574	1016
-2	FALSE	-0.149464971035925	0.15810969853910792	812
-1	FALSE	0.174127671326	0.22827070415550552	619
0	FALSE	2.8214226575	0.29399482486656936	331
1	FALSE	4.3275487875	0.3924577083272938	233
2	FALSE	4.3852054875	0.47623149428360917	94
3	FALSE	4.3852054875	0.47623149428360917	53
5	FALSE	0	0	267
